id,Category,len,color,fit_shape,length,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling,attr_9,attr_10
49771,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49772,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49773,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49774,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49775,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49776,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49777,Women Tshirts,8,white,regular,,,typography,,,,,
49778,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49779,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49780,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49781,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49782,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49783,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49784,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49785,Women Tshirts,8,,regular,,,typography,,,,,
49786,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49787,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49788,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49789,Women Tshirts,8,,,,printed,typography,,,,,
49790,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49791,Women Tshirts,8,white,,crop,,,,,,,
49792,Women Tshirts,8,white,,,,,short sleeves,regular sleeves,,,
49793,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49794,Women Tshirts,8,,regular,,printed,typography,,,,,
49795,Women Tshirts,8,white,regular,,,,,,,,
49796,Women Tshirts,8,,,,,typography,,,,,
49797,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49798,Women Tshirts,8,white,,,,,,,,,
49799,Women Tshirts,8,,,,,typography,short sleeves,regular sleeves,,,
49800,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49801,Women Tshirts,8,,,,,typography,,regular sleeves,,,
49802,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49803,Women Tshirts,8,,,crop,printed,typography,,regular sleeves,,,
49804,Women Tshirts,8,white,,,,,,,,,
49805,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49806,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49807,Women Tshirts,8,white,regular,,printed,,short sleeves,,,,
49808,Women Tshirts,8,white,,,,,,,,,
49809,Women Tshirts,8,white,,crop,,,,,,,
49810,Women Tshirts,8,white,,,,,short sleeves,,,,
49811,Women Tshirts,8,white,,,printed,,,regular sleeves,,,
49812,Women Tshirts,8,,,,printed,typography,short sleeves,,,,
49813,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49814,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49815,Women Tshirts,8,,,,,typography,,,,,
49816,Women Tshirts,8,white,regular,,,,short sleeves,regular sleeves,,,
49817,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49818,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49819,Women Tshirts,8,white,regular,regular,,,short sleeves,regular sleeves,,,
49820,Women Tshirts,8,white,,,,,,,,,
49821,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49822,Women Tshirts,8,white,,crop,,,,regular sleeves,,,
49823,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49824,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49825,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49826,Women Tshirts,8,,regular,regular,printed,typography,,,,,
49827,Women Tshirts,8,white,,,,typography,,,,,
49828,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49829,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49830,Women Tshirts,8,,,,,typography,,,,,
49831,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49832,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49833,Women Tshirts,8,white,,regular,,,,,,,
49834,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49835,Women Tshirts,8,white,regular,regular,printed,,short sleeves,,,,
49836,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49837,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49838,Women Tshirts,8,white,,,,,,,,,
49839,Women Tshirts,8,white,regular,,printed,typography,short sleeves,,,,
49840,Women Tshirts,8,,regular,,printed,typography,short sleeves,regular sleeves,,,
49841,Women Tshirts,8,white,regular,crop,printed,typography,,,,,
49842,Women Tshirts,8,white,,,,,,,,,
49843,Women Tshirts,8,white,,,,,,,,,
49844,Women Tshirts,8,white,,,,,,,,,
49845,Women Tshirts,8,,regular,,,typography,,regular sleeves,,,
49846,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49847,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49848,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49849,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49850,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49851,Women Tshirts,8,white,,regular,printed,,,,,,
49852,Women Tshirts,8,,regular,crop,,typography,,regular sleeves,,,
49853,Women Tshirts,8,,,,,typography,,,,,
49854,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49855,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49856,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49857,Women Tshirts,8,white,,,printed,,short sleeves,,,,
49858,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49859,Women Tshirts,8,white,,,,,,regular sleeves,,,
49860,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49861,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49862,Women Tshirts,8,white,,,,typography,,,,,
49863,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49864,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49865,Women Tshirts,8,,regular,,,typography,,regular sleeves,,,
49866,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49867,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49868,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49869,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49870,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49871,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49872,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49873,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49874,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49875,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49876,Women Tshirts,8,white,,,,,,,,,
49877,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49878,Women Tshirts,8,,regular,,printed,typography,,,,,
49879,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49880,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49881,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49882,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49883,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49884,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49885,Women Tshirts,8,,,,printed,typography,,regular sleeves,,,
49886,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49887,Women Tshirts,8,white,regular,regular,,,short sleeves,,,,
49888,Women Tshirts,8,,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49889,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49890,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49891,Women Tshirts,8,white,,,printed,,short sleeves,,,,
49892,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49893,Women Tshirts,8,white,,,,typography,short sleeves,regular sleeves,,,
49894,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49895,Women Tshirts,8,,,,,typography,,,,,
49896,Women Tshirts,8,,,,printed,typography,,regular sleeves,,,
49897,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49898,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49899,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49900,Women Tshirts,8,white,regular,crop,printed,,,,,,
49901,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49902,Women Tshirts,8,,,,,typography,,,,,
49903,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49904,Women Tshirts,8,white,,,printed,,,,,,
49905,Women Tshirts,8,white,,crop,,,,,,,
49906,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49907,Women Tshirts,8,white,,,,,,,,,
49908,Women Tshirts,8,,regular,,,typography,,,,,
49909,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49910,Women Tshirts,8,,,crop,,typography,,,,,
49911,Women Tshirts,8,white,regular,regular,,,short sleeves,regular sleeves,,,
49912,Women Tshirts,8,,,,,typography,,regular sleeves,,,
49913,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49914,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49915,Women Tshirts,8,,,,printed,typography,,regular sleeves,,,
49916,Women Tshirts,8,white,regular,,,,,regular sleeves,,,
49917,Women Tshirts,8,,,,,typography,short sleeves,,,,
49918,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49919,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49920,Women Tshirts,8,white,,,,,,regular sleeves,,,
49921,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49922,Women Tshirts,8,,,,printed,typography,,,,,
49923,Women Tshirts,8,,,,printed,typography,,,,,
49924,Women Tshirts,8,,,,,typography,,,,,
49925,Women Tshirts,8,white,,regular,,,,,,,
49926,Women Tshirts,8,,,,,typography,,regular sleeves,,,
49927,Women Tshirts,8,,,,,typography,short sleeves,regular sleeves,,,
49928,Women Tshirts,8,,,,printed,typography,,,,,
49929,Women Tshirts,8,white,,,printed,typography,,regular sleeves,,,
49930,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49931,Women Tshirts,8,,,,printed,typography,,,,,
49932,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49933,Women Tshirts,8,white,regular,,,,,,,,
49934,Women Tshirts,8,white,,,,,short sleeves,,,,
49935,Women Tshirts,8,white,,,,,,regular sleeves,,,
49936,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49937,Women Tshirts,8,white,,regular,,,,regular sleeves,,,
49938,Women Tshirts,8,white,,crop,,,,,,,
49939,Women Tshirts,8,white,,,,,,,,,
49940,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49941,Women Tshirts,8,,,,printed,typography,,,,,
49942,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49943,Women Tshirts,8,white,,,printed,,,,,,
49944,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49945,Women Tshirts,8,white,regular,crop,,,short sleeves,,,,
49946,Women Tshirts,8,,,,,typography,,,,,
49947,Women Tshirts,8,white,,,,,,,,,
49948,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49949,Women Tshirts,8,white,regular,regular,,,,,,,
49950,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49951,Women Tshirts,8,,regular,,,typography,,,,,
49952,Women Tshirts,8,white,regular,,printed,,,regular sleeves,,,
49953,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49954,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49955,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49956,Women Tshirts,8,white,regular,crop,printed,typography,,,,,
49957,Women Tshirts,8,,,regular,,typography,,,,,
49958,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49959,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49960,Women Tshirts,8,white,regular,regular,,typography,,regular sleeves,,,
49961,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49962,Women Tshirts,8,white,,,,,,,,,
49963,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49964,Women Tshirts,8,white,regular,,printed,,,,,,
49965,Women Tshirts,8,,regular,,,typography,,,,,
49966,Women Tshirts,8,,,,printed,typography,,,,,
49967,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49968,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49969,Women Tshirts,8,white,,,printed,,,regular sleeves,,,
49970,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49971,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49972,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49973,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49974,Women Tshirts,8,white,,,printed,,,regular sleeves,,,
49975,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49976,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49977,Women Tshirts,8,white,regular,,,typography,,regular sleeves,,,
49978,Women Tshirts,8,white,,regular,,typography,,,,,
49979,Women Tshirts,8,,regular,,,typography,short sleeves,regular sleeves,,,
49980,Women Tshirts,8,white,,regular,,,,regular sleeves,,,
49981,Women Tshirts,8,white,regular,crop,printed,,,regular sleeves,,,
49982,Women Tshirts,8,,,crop,,typography,,,,,
49983,Women Tshirts,8,white,,crop,printed,,short sleeves,regular sleeves,,,
49984,Women Tshirts,8,white,,,printed,,,,,,
49985,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49986,Women Tshirts,8,white,regular,,,,,regular sleeves,,,
49987,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49988,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49989,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49990,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,,,,
