id,Category,len,color,neck,pattern,print_or_pattern_type,sleeve_length,attr_6,attr_7,attr_8,attr_9,attr_10
5765,Men Tshirts,5,,round,printed,,,,,,,
5766,Men Tshirts,5,default,,printed,,short sleeves,,,,,
5767,Men Tshirts,5,black,,,solid,,,,,,
5768,Men Tshirts,5,black,round,,,,,,,,
5769,Men Tshirts,5,default,polo,,,,,,,,
5770,Men Tshirts,5,default,,printed,,short sleeves,,,,,
5771,Men Tshirts,5,,,printed,typography,short sleeves,,,,,
5772,Men Tshirts,5,default,round,,default,,,,,,
5773,Men Tshirts,5,multicolor,,,solid,,,,,,
5774,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
5775,Men Tshirts,5,,round,solid,solid,,,,,,
5776,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
5777,Men Tshirts,5,black,round,,default,,,,,,
5778,Men Tshirts,5,black,round,,default,,,,,,
5779,Men Tshirts,5,white,round,,,,,,,,
5780,Men Tshirts,5,white,,printed,,,,,,,
5781,Men Tshirts,5,,round,printed,,,,,,,
5782,Men Tshirts,5,white,,printed,,,,,,,
5783,Men Tshirts,5,,round,solid,,,,,,,
5784,Men Tshirts,5,,round,,typography,,,,,,
5785,Men Tshirts,5,white,,,,long sleeves,,,,,
5786,Men Tshirts,5,multicolor,,solid,,short sleeves,,,,,
5787,Men Tshirts,5,,round,,default,,,,,,
5788,Men Tshirts,5,,,printed,default,,,,,,
5789,Men Tshirts,5,white,round,,typography,short sleeves,,,,,
5790,Men Tshirts,5,,round,,default,short sleeves,,,,,
5791,Men Tshirts,5,,,printed,default,,,,,,
5792,Men Tshirts,5,,,solid,solid,short sleeves,,,,,
5793,Men Tshirts,5,white,round,solid,,,,,,,
5794,Men Tshirts,5,white,,printed,typography,short sleeves,,,,,
5795,Men Tshirts,5,,round,printed,,,,,,,
5796,Men Tshirts,5,default,,,typography,,,,,,
5797,Men Tshirts,5,white,round,,default,,,,,,
5798,Men Tshirts,5,,round,,typography,,,,,,
5799,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5800,Men Tshirts,5,,,,default,,,,,,
5801,Men Tshirts,5,,round,,default,,,,,,
5802,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5803,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
5804,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
5805,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
5806,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
5807,Men Tshirts,5,,,printed,default,,,,,,
5808,Men Tshirts,5,black,,printed,,short sleeves,,,,,
5809,Men Tshirts,5,black,,,default,,,,,,
5810,Men Tshirts,5,white,round,,,short sleeves,,,,,
5811,Men Tshirts,5,,,printed,default,,,,,,
5812,Men Tshirts,5,black,,,default,,,,,,
5813,Men Tshirts,5,,round,printed,,,,,,,
5814,Men Tshirts,5,,round,printed,,,,,,,
5815,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5816,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
5817,Men Tshirts,5,,,,solid,short sleeves,,,,,
5818,Men Tshirts,5,,round,,typography,,,,,,
5819,Men Tshirts,5,,round,printed,typography,,,,,,
5820,Men Tshirts,5,white,round,,,short sleeves,,,,,
5821,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5822,Men Tshirts,5,,,printed,default,,,,,,
5823,Men Tshirts,5,default,,printed,,short sleeves,,,,,
5824,Men Tshirts,5,,,,default,long sleeves,,,,,
5825,Men Tshirts,5,black,,,,long sleeves,,,,,
5826,Men Tshirts,5,white,,printed,typography,short sleeves,,,,,
5827,Men Tshirts,5,white,,printed,,,,,,,
5828,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5829,Men Tshirts,5,white,,printed,typography,short sleeves,,,,,
5830,Men Tshirts,5,black,round,printed,,,,,,,
5831,Men Tshirts,5,default,round,printed,,,,,,,
5832,Men Tshirts,5,,round,,,,,,,,
5833,Men Tshirts,5,default,,printed,default,short sleeves,,,,,
5834,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
5835,Men Tshirts,5,black,,printed,,,,,,,
5836,Men Tshirts,5,black,,printed,typography,,,,,,
5837,Men Tshirts,5,white,,,default,,,,,,
5838,Men Tshirts,5,default,polo,,,short sleeves,,,,,
5839,Men Tshirts,5,black,,,typography,,,,,,
5840,Men Tshirts,5,black,round,printed,,,,,,,
5841,Men Tshirts,5,black,,printed,typography,short sleeves,,,,,
5842,Men Tshirts,5,,polo,,solid,,,,,,
5843,Men Tshirts,5,,,printed,default,,,,,,
5844,Men Tshirts,5,default,round,,,,,,,,
5845,Men Tshirts,5,black,,,default,,,,,,
5846,Men Tshirts,5,,polo,,default,,,,,,
5847,Men Tshirts,5,default,,,solid,,,,,,
5848,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5849,Men Tshirts,5,white,round,,,short sleeves,,,,,
5850,Men Tshirts,5,default,round,,,,,,,,
5851,Men Tshirts,5,,polo,solid,,short sleeves,,,,,
5852,Men Tshirts,5,black,round,,,short sleeves,,,,,
5853,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
5854,Men Tshirts,5,white,,printed,,,,,,,
5855,Men Tshirts,5,black,round,printed,,short sleeves,,,,,
5856,Men Tshirts,5,,round,printed,default,,,,,,
5857,Men Tshirts,5,white,,,,long sleeves,,,,,
5858,Men Tshirts,5,,,printed,default,short sleeves,,,,,
5859,Men Tshirts,5,,,solid,solid,short sleeves,,,,,
5860,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
5861,Men Tshirts,5,,,,,long sleeves,,,,,
5862,Men Tshirts,5,multicolor,,,,,,,,,
5863,Men Tshirts,5,default,round,,solid,,,,,,
5864,Men Tshirts,5,,round,,solid,,,,,,
5865,Men Tshirts,5,black,,printed,typography,,,,,,
5866,Men Tshirts,5,,,solid,solid,,,,,,
5867,Men Tshirts,5,default,polo,,,short sleeves,,,,,
5868,Men Tshirts,5,multicolor,polo,,,,,,,,
5869,Men Tshirts,5,white,round,printed,,,,,,,
5870,Men Tshirts,5,default,,printed,,,,,,,
5871,Men Tshirts,5,default,,,default,,,,,,
5872,Men Tshirts,5,,round,,,short sleeves,,,,,
5873,Men Tshirts,5,,,,default,,,,,,
5874,Men Tshirts,5,multicolor,,printed,,short sleeves,,,,,
5875,Men Tshirts,5,,round,,solid,,,,,,
5876,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5877,Men Tshirts,5,,round,,,short sleeves,,,,,
5878,Men Tshirts,5,,polo,solid,,,,,,,
5879,Men Tshirts,5,,,solid,solid,,,,,,
5880,Men Tshirts,5,,,printed,typography,,,,,,
5881,Men Tshirts,5,,,printed,default,short sleeves,,,,,
5882,Men Tshirts,5,white,,printed,,,,,,,
5883,Men Tshirts,5,black,,,,short sleeves,,,,,
5884,Men Tshirts,5,,round,printed,,,,,,,
5885,Men Tshirts,5,default,,,solid,short sleeves,,,,,
5886,Men Tshirts,5,black,,printed,,,,,,,
5887,Men Tshirts,5,,round,,default,short sleeves,,,,,
5888,Men Tshirts,5,white,round,,,short sleeves,,,,,
5889,Men Tshirts,5,multicolor,,solid,,short sleeves,,,,,
5890,Men Tshirts,5,white,,printed,,,,,,,
5891,Men Tshirts,5,white,,printed,typography,short sleeves,,,,,
5892,Men Tshirts,5,,,printed,default,short sleeves,,,,,
5893,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
5894,Men Tshirts,5,black,round,,default,short sleeves,,,,,
5895,Men Tshirts,5,,,printed,default,,,,,,
5896,Men Tshirts,5,,round,,solid,,,,,,
5897,Men Tshirts,5,,round,printed,typography,,,,,,
5898,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5899,Men Tshirts,5,white,,printed,,,,,,,
5900,Men Tshirts,5,,round,,default,,,,,,
5901,Men Tshirts,5,black,round,printed,,,,,,,
5902,Men Tshirts,5,,,solid,solid,,,,,,
5903,Men Tshirts,5,black,round,,typography,,,,,,
5904,Men Tshirts,5,white,,,default,,,,,,
5905,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5906,Men Tshirts,5,multicolor,,,,,,,,,
5907,Men Tshirts,5,black,,solid,,,,,,,
5908,Men Tshirts,5,black,round,printed,,short sleeves,,,,,
5909,Men Tshirts,5,black,,printed,default,,,,,,
5910,Men Tshirts,5,white,,printed,default,short sleeves,,,,,
5911,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5912,Men Tshirts,5,,round,printed,,,,,,,
5913,Men Tshirts,5,white,round,,,,,,,,
5914,Men Tshirts,5,,round,,typography,,,,,,
5915,Men Tshirts,5,default,round,,,short sleeves,,,,,
5916,Men Tshirts,5,,round,printed,,,,,,,
5917,Men Tshirts,5,,round,printed,,,,,,,
5918,Men Tshirts,5,default,polo,,,,,,,,
5919,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
5920,Men Tshirts,5,multicolor,round,printed,,short sleeves,,,,,
5921,Men Tshirts,5,multicolor,round,,,,,,,,
5922,Men Tshirts,5,black,,printed,typography,short sleeves,,,,,
5923,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
5924,Men Tshirts,5,,round,,solid,short sleeves,,,,,
5925,Men Tshirts,5,white,round,printed,,,,,,,
5926,Men Tshirts,5,,round,printed,,,,,,,
5927,Men Tshirts,5,multicolor,,,default,short sleeves,,,,,
5928,Men Tshirts,5,multicolor,,solid,,short sleeves,,,,,
5929,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
5930,Men Tshirts,5,,round,,typography,,,,,,
5931,Men Tshirts,5,multicolor,,solid,,short sleeves,,,,,
5932,Men Tshirts,5,,polo,printed,,short sleeves,,,,,
5933,Men Tshirts,5,default,,printed,typography,,,,,,
5934,Men Tshirts,5,white,,solid,,,,,,,
5935,Men Tshirts,5,default,,printed,default,,,,,,
5936,Men Tshirts,5,,polo,solid,,,,,,,
5937,Men Tshirts,5,default,,,solid,,,,,,
5938,Men Tshirts,5,,,,solid,,,,,,
5939,Men Tshirts,5,white,,printed,default,,,,,,
5940,Men Tshirts,5,white,,,default,,,,,,
5941,Men Tshirts,5,multicolor,polo,,,short sleeves,,,,,
5942,Men Tshirts,5,black,round,printed,,,,,,,
5943,Men Tshirts,5,default,,solid,,short sleeves,,,,,
5944,Men Tshirts,5,white,round,,default,short sleeves,,,,,
5945,Men Tshirts,5,black,round,,,short sleeves,,,,,
5946,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5947,Men Tshirts,5,white,round,,,,,,,,
5948,Men Tshirts,5,,,printed,typography,,,,,,
5949,Men Tshirts,5,black,round,printed,,,,,,,
5950,Men Tshirts,5,,,,default,long sleeves,,,,,
5951,Men Tshirts,5,default,,,default,short sleeves,,,,,
5952,Men Tshirts,5,default,round,printed,,,,,,,
5953,Men Tshirts,5,default,,,default,,,,,,
5954,Men Tshirts,5,,,solid,solid,short sleeves,,,,,
5955,Men Tshirts,5,white,round,printed,,,,,,,
5956,Men Tshirts,5,white,,printed,typography,,,,,,
5957,Men Tshirts,5,black,,printed,,,,,,,
5958,Men Tshirts,5,,round,solid,solid,,,,,,
5959,Men Tshirts,5,,,solid,solid,,,,,,
5960,Men Tshirts,5,white,,,default,short sleeves,,,,,
5961,Men Tshirts,5,,polo,solid,,,,,,,
5962,Men Tshirts,5,,,solid,solid,,,,,,
5963,Men Tshirts,5,multicolor,round,printed,,short sleeves,,,,,
5964,Men Tshirts,5,,round,solid,solid,,,,,,
5965,Men Tshirts,5,black,,,typography,short sleeves,,,,,
5966,Men Tshirts,5,,round,,solid,,,,,,
5967,Men Tshirts,5,multicolor,,,,long sleeves,,,,,
5968,Men Tshirts,5,,,printed,default,,,,,,
5969,Men Tshirts,5,default,,,,,,,,,
5970,Men Tshirts,5,white,,,default,short sleeves,,,,,
5971,Men Tshirts,5,multicolor,,solid,,short sleeves,,,,,
5972,Men Tshirts,5,white,round,,default,,,,,,
5973,Men Tshirts,5,multicolor,,printed,,,,,,,
5974,Men Tshirts,5,white,round,,default,,,,,,
5975,Men Tshirts,5,black,,,typography,,,,,,
5976,Men Tshirts,5,default,round,printed,,,,,,,
5977,Men Tshirts,5,white,round,,,,,,,,
5978,Men Tshirts,5,,,,solid,long sleeves,,,,,
5979,Men Tshirts,5,black,,solid,,,,,,,
5980,Men Tshirts,5,default,round,,,,,,,,
5981,Men Tshirts,5,white,,printed,typography,,,,,,
5982,Men Tshirts,5,,round,printed,,,,,,,
5983,Men Tshirts,5,,round,printed,default,,,,,,
5984,Men Tshirts,5,,round,solid,,short sleeves,,,,,
5985,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
5986,Men Tshirts,5,white,,,typography,,,,,,
5987,Men Tshirts,5,black,,printed,default,,,,,,
5988,Men Tshirts,5,default,polo,,,,,,,,
5989,Men Tshirts,5,multicolor,,,solid,,,,,,
5990,Men Tshirts,5,,,printed,typography,,,,,,
5991,Men Tshirts,5,white,round,printed,,,,,,,
5992,Men Tshirts,5,black,round,printed,,short sleeves,,,,,
5993,Men Tshirts,5,,,printed,default,,,,,,
5994,Men Tshirts,5,,polo,printed,,,,,,,
5995,Men Tshirts,5,,,solid,solid,,,,,,
5996,Men Tshirts,5,,,printed,default,,,,,,
5997,Men Tshirts,5,default,,,default,,,,,,
5998,Men Tshirts,5,,polo,solid,,short sleeves,,,,,
5999,Men Tshirts,5,default,,printed,default,,,,,,
6000,Men Tshirts,5,default,,,default,short sleeves,,,,,
6001,Men Tshirts,5,multicolor,,solid,,,,,,,
6002,Men Tshirts,5,multicolor,round,solid,,short sleeves,,,,,
6003,Men Tshirts,5,,,printed,typography,,,,,,
6004,Men Tshirts,5,white,,printed,default,,,,,,
6005,Men Tshirts,5,,round,,default,,,,,,
6006,Men Tshirts,5,,polo,solid,,short sleeves,,,,,
6007,Men Tshirts,5,white,,,typography,short sleeves,,,,,
6008,Men Tshirts,5,multicolor,,,default,,,,,,
6009,Men Tshirts,5,,polo,,default,short sleeves,,,,,
6010,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
6011,Men Tshirts,5,,polo,,solid,,,,,,
6012,Men Tshirts,5,,polo,,default,short sleeves,,,,,
6013,Men Tshirts,5,multicolor,,printed,default,short sleeves,,,,,
6014,Men Tshirts,5,black,,printed,default,short sleeves,,,,,
6015,Men Tshirts,5,default,,solid,,short sleeves,,,,,
6016,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
6017,Men Tshirts,5,,round,,typography,short sleeves,,,,,
6018,Men Tshirts,5,default,,printed,default,short sleeves,,,,,
6019,Men Tshirts,5,black,,,default,short sleeves,,,,,
6020,Men Tshirts,5,white,,,default,short sleeves,,,,,
6021,Men Tshirts,5,,round,solid,,,,,,,
6022,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6023,Men Tshirts,5,black,,printed,default,short sleeves,,,,,
6024,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6025,Men Tshirts,5,,polo,solid,,,,,,,
6026,Men Tshirts,5,multicolor,polo,,,short sleeves,,,,,
6027,Men Tshirts,5,,round,printed,,,,,,,
6028,Men Tshirts,5,,,solid,solid,short sleeves,,,,,
6029,Men Tshirts,5,,round,printed,,,,,,,
6030,Men Tshirts,5,,,printed,,long sleeves,,,,,
6031,Men Tshirts,5,black,round,,,,,,,,
6032,Men Tshirts,5,black,round,printed,,,,,,,
6033,Men Tshirts,5,multicolor,,,solid,short sleeves,,,,,
6034,Men Tshirts,5,,round,printed,default,,,,,,
6035,Men Tshirts,5,,,,,long sleeves,,,,,
6036,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6037,Men Tshirts,5,,,solid,solid,,,,,,
6038,Men Tshirts,5,white,round,printed,,,,,,,
6039,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
6040,Men Tshirts,5,,,printed,typography,,,,,,
6041,Men Tshirts,5,default,,,solid,,,,,,
6042,Men Tshirts,5,,,solid,solid,,,,,,
6043,Men Tshirts,5,,round,printed,,,,,,,
6044,Men Tshirts,5,multicolor,,printed,,,,,,,
6045,Men Tshirts,5,black,round,,,short sleeves,,,,,
6046,Men Tshirts,5,white,,printed,default,short sleeves,,,,,
6047,Men Tshirts,5,default,round,,,short sleeves,,,,,
6048,Men Tshirts,5,white,round,,,,,,,,
6049,Men Tshirts,5,,round,printed,,,,,,,
6050,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6051,Men Tshirts,5,,round,printed,default,,,,,,
6052,Men Tshirts,5,white,,,default,,,,,,
6053,Men Tshirts,5,multicolor,round,printed,,,,,,,
6054,Men Tshirts,5,,round,,default,short sleeves,,,,,
6055,Men Tshirts,5,white,round,,default,short sleeves,,,,,
6056,Men Tshirts,5,,,printed,default,,,,,,
6057,Men Tshirts,5,white,round,,,,,,,,
6058,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
6059,Men Tshirts,5,,,,default,long sleeves,,,,,
6060,Men Tshirts,5,multicolor,,,default,,,,,,
6061,Men Tshirts,5,default,round,,,short sleeves,,,,,
6062,Men Tshirts,5,black,round,,,short sleeves,,,,,
6063,Men Tshirts,5,,,solid,solid,short sleeves,,,,,
6064,Men Tshirts,5,black,,printed,,,,,,,
6065,Men Tshirts,5,white,,printed,,short sleeves,,,,,
6066,Men Tshirts,5,,round,printed,,short sleeves,,,,,
6067,Men Tshirts,5,,,printed,,short sleeves,,,,,
6068,Men Tshirts,5,multicolor,round,solid,,short sleeves,,,,,
6069,Men Tshirts,5,,,,typography,long sleeves,,,,,
6070,Men Tshirts,5,multicolor,,,,long sleeves,,,,,
6071,Men Tshirts,5,,round,,typography,,,,,,
6072,Men Tshirts,5,white,round,,default,short sleeves,,,,,
6073,Men Tshirts,5,,round,printed,,short sleeves,,,,,
6074,Men Tshirts,5,default,,,typography,,,,,,
6075,Men Tshirts,5,,round,,default,short sleeves,,,,,
6076,Men Tshirts,5,default,round,solid,,short sleeves,,,,,
6077,Men Tshirts,5,,round,,default,short sleeves,,,,,
6078,Men Tshirts,5,,,,default,short sleeves,,,,,
6079,Men Tshirts,5,white,round,,,,,,,,
6080,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6081,Men Tshirts,5,,,printed,typography,,,,,,
6082,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
6083,Men Tshirts,5,black,round,,,,,,,,
6084,Men Tshirts,5,,round,printed,default,,,,,,
6085,Men Tshirts,5,,round,printed,typography,,,,,,
6086,Men Tshirts,5,white,,,default,short sleeves,,,,,
6087,Men Tshirts,5,white,,printed,typography,,,,,,
6088,Men Tshirts,5,,,printed,default,,,,,,
6089,Men Tshirts,5,,round,,,,,,,,
6090,Men Tshirts,5,black,round,printed,,,,,,,
6091,Men Tshirts,5,white,round,solid,,short sleeves,,,,,
6092,Men Tshirts,5,,,printed,default,short sleeves,,,,,
6093,Men Tshirts,5,,,solid,solid,short sleeves,,,,,
6094,Men Tshirts,5,default,,solid,,,,,,,
6095,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6096,Men Tshirts,5,,,printed,typography,,,,,,
6097,Men Tshirts,5,black,,printed,,short sleeves,,,,,
6098,Men Tshirts,5,multicolor,,solid,,,,,,,
6099,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
6100,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
6101,Men Tshirts,5,black,round,,,,,,,,
6102,Men Tshirts,5,,round,,default,short sleeves,,,,,
6103,Men Tshirts,5,black,round,,,,,,,,
6104,Men Tshirts,5,black,,printed,,,,,,,
6105,Men Tshirts,5,white,round,,,,,,,,
6106,Men Tshirts,5,black,polo,,,,,,,,
6107,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6108,Men Tshirts,5,,round,,default,,,,,,
6109,Men Tshirts,5,,,printed,default,,,,,,
6110,Men Tshirts,5,white,,printed,,,,,,,
6111,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
6112,Men Tshirts,5,black,,printed,default,,,,,,
6113,Men Tshirts,5,,round,,default,,,,,,
6114,Men Tshirts,5,,,printed,default,short sleeves,,,,,
6115,Men Tshirts,5,,,printed,default,,,,,,
6116,Men Tshirts,5,,,,solid,,,,,,
6117,Men Tshirts,5,,polo,solid,,,,,,,
6118,Men Tshirts,5,,round,printed,,,,,,,
6119,Men Tshirts,5,,round,printed,,short sleeves,,,,,
6120,Men Tshirts,5,multicolor,,printed,typography,,,,,,
6121,Men Tshirts,5,default,round,,,short sleeves,,,,,
6122,Men Tshirts,5,,round,printed,,,,,,,
6123,Men Tshirts,5,default,,,typography,,,,,,
6124,Men Tshirts,5,default,round,,typography,short sleeves,,,,,
6125,Men Tshirts,5,,round,,default,,,,,,
6126,Men Tshirts,5,,round,,typography,short sleeves,,,,,
6127,Men Tshirts,5,black,,printed,default,short sleeves,,,,,
6128,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
6129,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
6130,Men Tshirts,5,default,round,solid,,,,,,,
6131,Men Tshirts,5,,round,printed,typography,,,,,,
6132,Men Tshirts,5,black,round,,typography,,,,,,
6133,Men Tshirts,5,,round,printed,default,,,,,,
6134,Men Tshirts,5,black,,printed,,short sleeves,,,,,
6135,Men Tshirts,5,,round,printed,default,,,,,,
6136,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
6137,Men Tshirts,5,white,,,default,,,,,,
6138,Men Tshirts,5,,round,printed,,,,,,,
6139,Men Tshirts,5,default,,printed,,short sleeves,,,,,
6140,Men Tshirts,5,,round,,default,,,,,,
6141,Men Tshirts,5,,round,,,long sleeves,,,,,
6142,Men Tshirts,5,,round,,solid,short sleeves,,,,,
6143,Men Tshirts,5,,round,solid,,,,,,,
6144,Men Tshirts,5,default,,,solid,short sleeves,,,,,
6145,Men Tshirts,5,white,round,printed,,,,,,,
6146,Men Tshirts,5,white,,printed,typography,short sleeves,,,,,
6147,Men Tshirts,5,,round,,typography,,,,,,
6148,Men Tshirts,5,black,round,,typography,short sleeves,,,,,
6149,Men Tshirts,5,multicolor,polo,,,,,,,,
6150,Men Tshirts,5,white,,printed,,short sleeves,,,,,
6151,Men Tshirts,5,black,,printed,,,,,,,
6152,Men Tshirts,5,,round,solid,,short sleeves,,,,,
6153,Men Tshirts,5,default,,,default,,,,,,
6154,Men Tshirts,5,,round,,default,,,,,,
6155,Men Tshirts,5,multicolor,polo,,,short sleeves,,,,,
6156,Men Tshirts,5,black,round,printed,,short sleeves,,,,,
6157,Men Tshirts,5,,,printed,typography,short sleeves,,,,,
6158,Men Tshirts,5,default,,printed,,short sleeves,,,,,
6159,Men Tshirts,5,,round,printed,,,,,,,
6160,Men Tshirts,5,,,printed,default,short sleeves,,,,,
6161,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
6162,Men Tshirts,5,white,,,default,,,,,,
6163,Men Tshirts,5,multicolor,,,solid,short sleeves,,,,,
6164,Men Tshirts,5,,,printed,default,short sleeves,,,,,
6165,Men Tshirts,5,black,,printed,,,,,,,
6166,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
6167,Men Tshirts,5,multicolor,,,default,,,,,,
6168,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
6169,Men Tshirts,5,white,round,,,,,,,,
6170,Men Tshirts,5,,round,printed,,short sleeves,,,,,
6171,Men Tshirts,5,,polo,solid,,,,,,,
6172,Men Tshirts,5,default,,,solid,,,,,,
6173,Men Tshirts,5,multicolor,round,,,,,,,,
6174,Men Tshirts,5,black,,printed,,,,,,,
6175,Men Tshirts,5,white,,,default,short sleeves,,,,,
6176,Men Tshirts,5,default,,printed,,short sleeves,,,,,
6177,Men Tshirts,5,,round,printed,,,,,,,
6178,Men Tshirts,5,,round,printed,,short sleeves,,,,,
6179,Men Tshirts,5,,,,solid,long sleeves,,,,,
6180,Men Tshirts,5,,round,,default,,,,,,
6181,Men Tshirts,5,black,round,,,,,,,,
6182,Men Tshirts,5,,round,printed,,,,,,,
6183,Men Tshirts,5,,,printed,,short sleeves,,,,,
6184,Men Tshirts,5,white,,printed,,,,,,,
6185,Men Tshirts,5,,,,solid,,,,,,
6186,Men Tshirts,5,,,printed,,,,,,,
6187,Men Tshirts,5,,polo,,,short sleeves,,,,,
6188,Men Tshirts,5,,,printed,,short sleeves,,,,,
6189,Men Tshirts,5,white,round,,,,,,,,
6190,Men Tshirts,5,,,,default,,,,,,
6191,Men Tshirts,5,,polo,,,,,,,,
6192,Men Tshirts,5,,round,,,,,,,,
