id,Category,len,color,fit_shape,length,neck_collar,occasion,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling
69226,Women Tops & Tunics,10,blue,,regular,,casual,,,,puff sleeves,
69227,Women Tops & Tunics,10,,fitted,,square neck,,,,short sleeves,,
69228,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,solid,default,three-quarter sleeves,regular sleeves,applique
69229,Women Tops & Tunics,10,maroon,regular,crop,high,casual,printed,quirky,short sleeves,regular sleeves,
69230,Women Tops & Tunics,10,black,regular,regular,high,casual,solid,solid,long sleeves,,
69231,Women Tops & Tunics,10,default,,regular,,casual,default,,three-quarter sleeves,regular sleeves,
69232,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
69233,Women Tops & Tunics,10,default,default,crop,default,casual,solid,solid,three-quarter sleeves,regular sleeves,
69234,Women Tops & Tunics,10,default,boxy,regular,round neck,casual,printed,graphic,short sleeves,regular sleeves,
69235,Women Tops & Tunics,10,,,,high,,,,,,
69236,Women Tops & Tunics,10,blue,default,,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
69237,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
69238,Women Tops & Tunics,10,white,boxy,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,
69239,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,default,default,long sleeves,regular sleeves,default
69240,Women Tops & Tunics,10,green,regular,regular,high,casual,solid,solid,short sleeves,default,ruffles
69241,Women Tops & Tunics,10,black,,regular,v-neck,casual,solid,,short sleeves,puff sleeves,
69242,Women Tops & Tunics,10,black,,,,,,,short sleeves,,
69243,Women Tops & Tunics,10,black,fitted,crop,,casual,printed,default,short sleeves,,
69244,Women Tops & Tunics,10,,,,v-neck,,solid,,,,
69245,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
69246,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
69247,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
69248,Women Tops & Tunics,10,red,fitted,regular,high,casual,solid,solid,short sleeves,,knitted
69249,Women Tops & Tunics,10,white,fitted,,,,,,,regular sleeves,knitted
69250,Women Tops & Tunics,10,blue,,crop,high,,,,,,
69251,Women Tops & Tunics,10,,regular,,,casual,,,,default,knitted
69252,Women Tops & Tunics,10,black,fitted,regular,stylised,casual,,solid,short sleeves,puff sleeves,
69253,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
69254,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
69255,Women Tops & Tunics,10,,,,sweetheart neck,,,,,puff sleeves,
69256,Women Tops & Tunics,10,,,,,,,solid,,puff sleeves,
69257,Women Tops & Tunics,10,default,fitted,regular,,casual,,,,,
69258,Women Tops & Tunics,10,blue,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,
69259,Women Tops & Tunics,10,,fitted,,,casual,solid,,,puff sleeves,
69260,Women Tops & Tunics,10,,,regular,round neck,,,,,default,
69261,Women Tops & Tunics,10,pink,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
69262,Women Tops & Tunics,10,,,,,,,default,,,
69263,Women Tops & Tunics,10,black,fitted,regular,high,casual,default,default,short sleeves,regular sleeves,
69264,Women Tops & Tunics,10,,,regular,v-neck,,,,,,knitted
69265,Women Tops & Tunics,10,,,,,,solid,,,puff sleeves,
69266,Women Tops & Tunics,10,red,fitted,regular,default,casual,solid,solid,short sleeves,default,applique
69267,Women Tops & Tunics,10,default,fitted,regular,high,casual,solid,solid,long sleeves,regular sleeves,knitted
69268,Women Tops & Tunics,10,red,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
69269,Women Tops & Tunics,10,pink,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,
69270,Women Tops & Tunics,10,white,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
69271,Women Tops & Tunics,10,,,regular,stylised,,,solid,,puff sleeves,
69272,Women Tops & Tunics,10,green,default,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
69273,Women Tops & Tunics,10,,,regular,square neck,casual,solid,,,,
69274,Women Tops & Tunics,10,,fitted,regular,sweetheart neck,,,,,puff sleeves,default
69275,Women Tops & Tunics,10,black,regular,regular,default,casual,solid,solid,long sleeves,default,
69276,Women Tops & Tunics,10,,,,,casual,,,,puff sleeves,
69277,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,
69278,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,
69279,Women Tops & Tunics,10,,,,,casual,,,three-quarter sleeves,,
69280,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,short sleeves,,ruffles
69281,Women Tops & Tunics,10,black,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
69282,Women Tops & Tunics,10,,,,,casual,solid,,,puff sleeves,
69283,Women Tops & Tunics,10,white,,,round neck,,,,,,knitted
69284,Women Tops & Tunics,10,,,regular,,casual,,default,three-quarter sleeves,,
69285,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
69286,Women Tops & Tunics,10,pink,boxy,regular,round neck,party,,,short sleeves,regular sleeves,
69287,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
69288,Women Tops & Tunics,10,pink,,,,casual,solid,,,puff sleeves,
69289,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,ruffles
69290,Women Tops & Tunics,10,red,,,default,casual,,,three-quarter sleeves,regular sleeves,
69291,Women Tops & Tunics,10,pink,,regular,,casual,,,long sleeves,,
69292,Women Tops & Tunics,10,default,fitted,regular,high,casual,default,default,short sleeves,regular sleeves,
69293,Women Tops & Tunics,10,pink,regular,regular,v-neck,casual,solid,solid,short sleeves,default,
69294,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
69295,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,tie-ups
69296,Women Tops & Tunics,10,black,regular,regular,round neck,party,printed,typography,long sleeves,regular sleeves,applique
69297,Women Tops & Tunics,10,white,,regular,,casual,,,,,
69298,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,printed,default,sleeveless,regular sleeves,
69299,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
69300,Women Tops & Tunics,10,,,,,casual,,,,puff sleeves,
69301,Women Tops & Tunics,10,,regular,,,,,,long sleeves,,
69302,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
69303,Women Tops & Tunics,10,navy blue,regular,regular,high,casual,solid,solid,three-quarter sleeves,default,
69304,Women Tops & Tunics,10,black,,,,,printed,,,,
69305,Women Tops & Tunics,10,yellow,regular,crop,round neck,casual,default,default,short sleeves,regular sleeves,knitted
69306,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
69307,Women Tops & Tunics,10,,,,,,,,three-quarter sleeves,,
69308,Women Tops & Tunics,10,,,,,,,,,puff sleeves,
69309,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
69310,Women Tops & Tunics,10,,,,,,,,,puff sleeves,
69311,Women Tops & Tunics,10,pink,regular,regular,default,casual,printed,floral,three-quarter sleeves,regular sleeves,
69312,Women Tops & Tunics,10,pink,,,round neck,,printed,,short sleeves,regular sleeves,
69313,Women Tops & Tunics,10,pink,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,
69314,Women Tops & Tunics,10,red,regular,regular,default,casual,printed,default,three-quarter sleeves,regular sleeves,
69315,Women Tops & Tunics,10,pink,,,,casual,,,,,
69316,Women Tops & Tunics,10,maroon,regular,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
69317,Women Tops & Tunics,10,,,,default,casual,,default,,,
69318,Women Tops & Tunics,10,black,boxy,regular,round neck,casual,printed,floral,long sleeves,regular sleeves,
69319,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
69320,Women Tops & Tunics,10,,fitted,,high,casual,,,,,
69321,Women Tops & Tunics,10,pink,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,
69322,Women Tops & Tunics,10,red,regular,regular,round neck,casual,printed,typography,three-quarter sleeves,regular sleeves,
69323,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,default,short sleeves,regular sleeves,default
69324,Women Tops & Tunics,10,maroon,fitted,crop,default,casual,default,default,long sleeves,regular sleeves,
69325,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,long sleeves,regular sleeves,
69326,Women Tops & Tunics,10,white,,regular,,,solid,,short sleeves,,
69327,Women Tops & Tunics,10,white,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
69328,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
69329,Women Tops & Tunics,10,yellow,regular,,,casual,default,,,sleeveless,knitted
69330,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
69331,Women Tops & Tunics,10,default,regular,regular,high,casual,solid,solid,short sleeves,default,
69332,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
69333,Women Tops & Tunics,10,white,regular,,,,solid,solid,,,
69334,Women Tops & Tunics,10,multicolor,default,crop,,casual,solid,solid,sleeveless,,
69335,Women Tops & Tunics,10,,,regular,square neck,,,,,,
69336,Women Tops & Tunics,10,,fitted,regular,,casual,solid,solid,,puff sleeves,
69337,Women Tops & Tunics,10,,,,default,,,,,,
69338,Women Tops & Tunics,10,,,,round neck,casual,,default,short sleeves,,
69339,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
69340,Women Tops & Tunics,10,black,,,,,,solid,,,
69341,Women Tops & Tunics,10,default,,regular,,,,,long sleeves,regular sleeves,
69342,Women Tops & Tunics,10,maroon,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
69343,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,graphic,long sleeves,default,
69344,Women Tops & Tunics,10,,,,high,,,,long sleeves,,
69345,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
69346,Women Tops & Tunics,10,white,fitted,,,,solid,,,,
69347,Women Tops & Tunics,10,black,fitted,regular,round neck,party,printed,quirky,short sleeves,regular sleeves,
69348,Women Tops & Tunics,10,,,crop,,,solid,,long sleeves,regular sleeves,knitted
69349,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
69350,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
69351,Women Tops & Tunics,10,black,,,,,,,,default,
69352,Women Tops & Tunics,10,black,,,,,,,,,
69353,Women Tops & Tunics,10,maroon,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,,
69354,Women Tops & Tunics,10,black,regular,crop,round neck,,printed,typography,sleeveless,sleeveless,
69355,Women Tops & Tunics,10,pink,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,tie-ups
69356,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,
69357,Women Tops & Tunics,10,,,regular,round neck,casual,,default,three-quarter sleeves,,
69358,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,applique
69359,Women Tops & Tunics,10,maroon,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted
69360,Women Tops & Tunics,10,white,regular,crop,default,casual,solid,solid,long sleeves,regular sleeves,
69361,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,printed,default,three-quarter sleeves,default,default
69362,Women Tops & Tunics,10,default,,,square neck,casual,default,,,,
69363,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,
69364,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,default
69365,Women Tops & Tunics,10,,regular,regular,,,,solid,long sleeves,regular sleeves,knitted
69366,Women Tops & Tunics,10,,,regular,round neck,casual,solid,solid,,puff sleeves,
69367,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,long sleeves,puff sleeves,knitted
69368,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
69369,Women Tops & Tunics,10,white,,,round neck,,,,,,
69370,Women Tops & Tunics,10,pink,default,,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,waist tie-ups
69371,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,default,long sleeves,default,
69372,Women Tops & Tunics,10,red,,regular,v-neck,casual,,,short sleeves,default,
69373,Women Tops & Tunics,10,default,regular,,,casual,,,long sleeves,,knitted
69374,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,quirky,long sleeves,default,
69375,Women Tops & Tunics,10,default,,regular,v-neck,casual,,solid,,puff sleeves,
69376,Women Tops & Tunics,10,,,,,,,default,,,
69377,Women Tops & Tunics,10,yellow,fitted,crop,high,casual,solid,solid,long sleeves,regular sleeves,
69378,Women Tops & Tunics,10,white,regular,regular,round neck,casual,default,default,three-quarter sleeves,regular sleeves,
69379,Women Tops & Tunics,10,white,fitted,crop,v-neck,casual,solid,solid,short sleeves,default,knitted
69380,Women Tops & Tunics,10,yellow,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
69381,Women Tops & Tunics,10,,fitted,crop,,,solid,,,puff sleeves,
69382,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
69383,Women Tops & Tunics,10,navy blue,regular,regular,default,casual,printed,floral,long sleeves,,tie-ups
69384,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
69385,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
69386,Women Tops & Tunics,10,,default,,,,,,,,
69387,Women Tops & Tunics,10,pink,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,
69388,Women Tops & Tunics,10,,fitted,regular,,,,,,,default
69389,Women Tops & Tunics,10,default,fitted,regular,,,printed,default,,,
69390,Women Tops & Tunics,10,default,regular,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,
69391,Women Tops & Tunics,10,,,,square neck,,solid,,,,
69392,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
69393,Women Tops & Tunics,10,,,,default,,,,,,
69394,Women Tops & Tunics,10,blue,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,
69395,Women Tops & Tunics,10,yellow,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
69396,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
69397,Women Tops & Tunics,10,,,,high,,default,,sleeveless,,
69398,Women Tops & Tunics,10,green,default,,,,default,floral,three-quarter sleeves,regular sleeves,
69399,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
69400,Women Tops & Tunics,10,,,regular,round neck,casual,solid,,,puff sleeves,
69401,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,default
69402,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,
69403,Women Tops & Tunics,10,,fitted,regular,,casual,,default,,puff sleeves,
69404,Women Tops & Tunics,10,,fitted,crop,round neck,,,,short sleeves,default,
69405,Women Tops & Tunics,10,white,regular,regular,default,casual,printed,default,three-quarter sleeves,regular sleeves,
69406,Women Tops & Tunics,10,blue,regular,,,casual,solid,solid,three-quarter sleeves,,
69407,Women Tops & Tunics,10,maroon,,regular,,,,solid,,,knitted
69408,Women Tops & Tunics,10,,,regular,,,,,,puff sleeves,
69409,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
69410,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
