id,Category,len,blouse_pattern,border,border_width,color,occasion,ornamentation,pallu_details,pattern,print_or_pattern_type,transparency
25374,Sarees,10,same as border,woven design,big border,default,traditional,,,default,default,no
25375,Sarees,10,same as border,zari,big border,navy blue,party,,zari woven,solid,solid,yes
25376,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
25377,Sarees,10,,solid,small border,white,party,,,woven design,floral,yes
25378,Sarees,10,,,,,,default,,,default,
25379,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25380,Sarees,10,,woven design,,multicolor,daily,,,,,no
25381,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
25382,Sarees,10,,no border,no border,pink,traditional,,,woven design,ethnic motif,no
25383,Sarees,10,same as border,zari,big border,default,party,,zari woven,solid,solid,yes
25384,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
25385,Sarees,10,,default,,multicolor,,,,,,no
25386,Sarees,10,same as saree,woven design,big border,default,traditional,,same as saree,zari woven,default,no
25387,Sarees,10,,default,,default,traditional,,,zari woven,default,no
25388,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25389,Sarees,10,,zari,small border,white,party,,,zari woven,floral,yes
25390,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25391,Sarees,10,,zari,small border,white,traditional,,,zari woven,floral,yes
25392,Sarees,10,,zari,small border,cream,traditional,,,zari woven,ethnic motif,no
25393,Sarees,10,default,zari,big border,green,traditional,,default,solid,solid,no
25394,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
25395,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25396,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25397,Sarees,10,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,floral,no
25398,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25399,Sarees,10,same as border,zari,small border,default,traditional,,zari woven,zari woven,ethnic motif,no
25400,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
25401,Sarees,10,,woven design,big border,white,party,,,woven design,floral,no
25402,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25403,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25404,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
25405,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25406,Sarees,10,same as saree,zari,big border,multicolor,traditional,,same as saree,zari woven,default,no
25407,Sarees,10,,,,default,,default,,default,,
25408,Sarees,10,,woven design,,multicolor,wedding,,,,,no
25409,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25410,Sarees,10,default,no border,,default,,default,,default,default,no
25411,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,no
25412,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25413,Sarees,10,same as border,woven design,big border,default,traditional,,,zari woven,ethnic motif,no
25414,Sarees,10,,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
25415,Sarees,10,same as border,zari,big border,default,party,,zari woven,solid,solid,no
25416,Sarees,10,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,elephant,yes
25417,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
25418,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
25419,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,ethnic motif,no
25420,Sarees,10,,,,default,party,,zari woven,,,no
25421,Sarees,10,same as saree,woven design,small border,pink,wedding,default,same as saree,zari woven,ethnic motif,no
25422,Sarees,10,,zari,,multicolor,traditional,,,zari woven,default,no
25423,Sarees,10,,woven design,big border,default,daily,,,zari woven,default,no
25424,Sarees,10,same as border,zari,small border,white,party,,,zari woven,default,no
25425,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,yes
25426,Sarees,10,,temple border,small border,cream,party,,,zari woven,ethnic motif,no
25427,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,yes
25428,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25429,Sarees,10,,woven design,,multicolor,daily,,,,,no
25430,Sarees,10,,woven design,big border,default,wedding,,,zari woven,default,no
25431,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
25432,Sarees,10,,zari,,default,daily,,zari woven,zari woven,default,no
25433,Sarees,10,,solid,small border,white,traditional,,,woven design,floral,yes
25434,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25435,Sarees,10,,zari,small border,cream,party,,,zari woven,botanical,no
25436,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25437,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
25438,Sarees,10,,default,small border,default,party,default,,woven design,floral,yes
25439,Sarees,10,,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
25440,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,no
25441,Sarees,10,,solid,big border,white,party,,,zari woven,floral,yes
25442,Sarees,10,same as border,zari,big border,default,daily,,zari woven,solid,solid,no
25443,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25444,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25445,Sarees,10,same as saree,woven design,,multicolor,party,jacquard,woven design,zari woven,applique,no
25446,Sarees,10,,default,small border,default,,default,,,,no
25447,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25448,Sarees,10,,default,big border,default,traditional,,zari woven,zari woven,default,no
25449,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25450,Sarees,10,same as border,,,,,,,,,
25451,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25452,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25453,Sarees,10,same as saree,temple border,big border,yellow,daily,jacquard,zari woven,solid,solid,no
25454,Sarees,10,default,no border,no border,default,party,,zari woven,zari woven,default,no
25455,Sarees,10,,default,,navy blue,,,,,,no
25456,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25457,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,no
25458,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25459,Sarees,10,same as saree,solid,small border,white,traditional,default,same as saree,zari woven,default,no
25460,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25461,Sarees,10,,temple border,small border,cream,traditional,,,zari woven,peacock,no
25462,Sarees,10,same as saree,solid,big border,white,traditional,,same as saree,zari woven,default,no
25463,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25464,Sarees,10,,woven design,big border,default,traditional,,,zari woven,default,no
25465,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25466,Sarees,10,,zari,,default,traditional,,,zari woven,ethnic motif,no
25467,Sarees,10,,solid,small border,cream,party,,,woven design,floral,no
25468,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
25469,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25470,Sarees,10,default,no border,no border,default,party,,zari woven,zari woven,default,no
25471,Sarees,10,same as saree,woven design,big border,multicolor,traditional,,same as saree,zari woven,ethnic motif,no
25472,Sarees,10,,zari,small border,cream,traditional,,,zari woven,ethnic motif,no
25473,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,yes
25474,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25475,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
25476,Sarees,10,same as saree,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
25477,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25478,Sarees,10,same as border,zari,small border,default,daily,,same as saree,zari woven,default,no
25479,Sarees,10,same as saree,woven design,big border,default,daily,,same as saree,zari woven,ethnic motif,no
25480,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25481,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25482,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,no
25483,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25484,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25485,Sarees,10,same as saree,woven design,big border,default,,,same as saree,zari woven,ethnic motif,no
25486,Sarees,10,,,big border,,,,,,,
25487,Sarees,10,,zari,small border,cream,traditional,,,zari woven,elephant,no
25488,Sarees,10,same as border,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
25489,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,yes
25490,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
25491,Sarees,10,,,small border,default,,default,same as saree,,,
25492,Sarees,10,,,,,,,zari woven,,,
25493,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25494,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25495,Sarees,10,,default,,multicolor,,,,,,no
25496,Sarees,10,,woven design,,multicolor,daily,,,,,no
25497,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,ethnic motif,no
25498,Sarees,10,same as border,zari,big border,default,party,,zari woven,solid,solid,yes
25499,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25500,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25501,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25502,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25503,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25504,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,yes
25505,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
25506,Sarees,10,,woven design,big border,default,traditional,,,zari woven,default,no
25507,Sarees,10,,temple border,small border,white,party,,,zari woven,peacock,no
25508,Sarees,10,same as border,temple border,big border,navy blue,party,,zari woven,woven design,checked,no
25509,Sarees,10,same as saree,default,big border,default,traditional,,same as saree,zari woven,default,no
25510,Sarees,10,same as saree,temple border,big border,default,party,,zari woven,solid,solid,no
25511,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25512,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
25513,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
25514,Sarees,10,,default,,pink,,,,,,yes
25515,Sarees,10,,woven design,small border,white,party,,,woven design,floral,no
25516,Sarees,10,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
25517,Sarees,10,,woven design,big border,multicolor,wedding,,zari woven,zari woven,default,no
25518,Sarees,10,same as border,zari,big border,multicolor,daily,tassels and latkans,zari woven,printed,checked,no
25519,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
25520,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25521,Sarees,10,,zari,small border,cream,traditional,,,zari woven,botanical,no
25522,Sarees,10,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,peacock,yes
25523,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25524,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25525,Sarees,10,,,big border,default,party,,,,,
25526,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
25527,Sarees,10,,woven design,,multicolor,wedding,,,,,no
25528,Sarees,10,,woven design,small border,default,wedding,,zari woven,zari woven,default,no
25529,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
25530,Sarees,10,,zari,big border,yellow,traditional,,,zari woven,peacock,no
25531,Sarees,10,default,no border,no border,default,party,,same as saree,zari woven,default,no
25532,Sarees,10,,woven design,big border,default,party,,,zari woven,default,no
25533,Sarees,10,,zari,big border,default,party,,,zari woven,floral,no
25534,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,no
25535,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25536,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25537,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25538,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25539,Sarees,10,same as border,zari,big border,default,daily,,zari woven,solid,solid,no
